44056576 132169728 176226304 1
44056576 400572416 444628992 1
44056576 132137088 176193664 1
44056576 34491875328 34535931904 1
44056576 132136961 176193537 1
44056576 4398178648064 4398222704640 1
44040320 132137088 176177408 0
44040320 400556160 444596480 1
44040320 132120960 176161280 1
44040320 34491859072 34535899392 1
44040320 132120705 176161025 1
44040320 4398178631808 4398222672128 1
44040193 132136961 176177154 1
44040193 400556033 444596226 1
44040193 132120705 176160898 -1
44040193 34491858945 34535899138 1
44040193 132120579 176160772 1
44040193 4398178631681 4398222671874 1
111149056 132169728 243318784 -1
111149056 400572416 511721472 1
111149056 132137088 243286144 1
111149056 34491875328 34603024384 1
111149056 132136961 243286017 1
111149056 4398178648064 4398289797120 0
44072960 132169728 176242688 1
44072960 65126400 109199360 1
44072960 333496320 377569280 1
44072960 65060992 109133952 1
44072960 34424799232 34468872192 1
44072960 65060865 109133825 1
44072960 4398111571968 4398155644928 1
312475648 333496320 645971968 -1
312475648 870334464 1182810112 0
312475648 333463680 645939328 1
312475648 34693201920 35005677568 -1
312475648 333463553 645939201 1
312475648 4398379974656 4398692450304 1
44040320 65060992 109101312 -1
44040320 333463680 377504000 1
44040320 65028480 109068800 -1
44040320 34424766592 34468806912 0
44040320 65028225 109068545 1
44040320 4398111539328 4398155579648 0
34403778560 34424799232 68828577792 1
34403778560 34424766592 68828545152 1
34403778560 103144243200 137548021760 1
34403778560 34424766465 68828545025 1
34403778560 4432471277568 4466875056128 1
44040193 65060865 109101058 -1
44040193 333463553 377503746 1
44040193 65028225 109068418 1
44040193 34424766465 34468806658 0
44040193 65028099 109068292 1
44040193 4398111539201 4398155579394 1
4398090551296 4398111571968 8796202123264 1
4398090551296 4398111539328 8796202090624 1
4398090551296 4432471277568 8830561828864 -1
4398090551296 4398111539201 8796202090497 1
4398090551296 13194204561408 17592295112704 1
111149056 132120960 243270016 -1
111149056 34491859072 34603008128 -1
111149056 132120705 243269761 1
111149056 4398178631808 4398289780864 0
44056576 65060992 109117568 1
44056576 65028480 109085056 -1
44056576 34424766592 34468823168 0
44056576 65028225 109084801 1
44056576 4398111539328 4398155595904 1
312475648 870318208 1182793856 1
312475648 333447552 645923200 1
312475648 333447297 645922945 1
312475648 4398379958400 4398692434048 1
44040448 132120960 176161408 1
44040448 65028480 109068928 1
44040448 333447552 377488000 1
44040448 65012608 109053056 1
44040448 34424750464 34468790912 1
44040448 65012097 109052545 1
44040448 4398111523200 4398155563648 1
34403778560 34424750464 68828529024 1
34403778560 103144226944 137548005504 1
34403778560 34424750209 68828528769 1
34403778560 4432471261312 4466875039872 1
44040193 65012097 109052290 0
44040193 34424750209 34468790402 0
44040193 65011843 109052036 0
44040193 4398111522945 4398155563138 0
4398090551296 4398111523200 8796202074496 -1
4398090551296 4398111522945 8796202074241 1
4398090551296 13194204545152 17592295096448 1
111149056 132120579 243269635 1
111149056 4398178631681 4398289780737 -1
44056576 65060865 109117441 1
44056576 65028099 109084675 1
44056576 4398111539201 4398155595777 1
312475648 870318081 1182793729 1
312475648 333447171 645922819 1
44040320 65012097 109052417 -1
44040320 65011843 109052163 1
44040320 4398111522945 4398155563265 1
34403778560 103144226817 137548005377 1
34403778560 34424750083 68828528643 1
44040194 132120579 176160773 1
44040194 65028099 109068293 1
44040194 333447171 377487365 1
44040194 65011843 109052037 1
44040194 34424750083 34468790277 0
44040194 65011719 109051913 1
44040194 4398111522819 4398155563013 0
4398090551296 4398111522819 8796202074115 1
4398090551296 13194204545025 17592295096321 1
77611008 132169728 209780736 1
77611008 400572416 478183424 -1
77611008 132137088 209748096 -1
77611008 34491875328 34569486336 1
77611008 132136961 209747969 1
77611008 4398178648064 4398256259072 1
10534912 132169728 142704640 1
10534912 65126400 75661312 1
10534912 333496320 344031232 1
10534912 65060992 75595904 1
10534912 34424799232 34435334144 1
10534912 65060865 75595777 1
10534912 4398111571968 4398122106880 1
34370240512 34693201920 69063442432 -1
10502145 65028225 75530370 -1
4398057013248 4398178648064 8796235661312 1
4398057013248 4398111571968 8796168585216 1
4398057013248 4398379974656 8796436987904 -1
4398057013248 4398111539328 8796168552576 -1
4398057013248 4432471277568 8830528290816 1
